"Season","round","homeTeam","awayTeam","snitch","homeGoals","awayGoals"
2021,18,"Japan Falcons","Portugal Manticores","Portugal Manticores",3,8
2021,18,"Australia Centurions","China Nifflers","China Nifflers",9,12
2021,18,"New Zealand Daemons","Iceland Quidlings","Iceland Quidlings",12,6
2021,18,"France Hippogriffs Firsts","India Direwolves","India Direwolves",2,11
2021,18,"Denmark Horntails","Norway Unspeakables","Denmark Horntails",8,13
2021,18,"Malaysia Tornadoes","South Africa Snidgets","Malaysia Tornadoes",13,5
2021,18,"Pakistan Swans","Turkey Knights","Pakistan Swans",11,8
2021,19,"United States Chimeras","Scotland Squirrels","United States Chimeras",3,15
2021,19,"Wales Longshots","England Nightmares","England Nightmares",3,8
2021,19,"Ireland Griffins","Durhamstrang","Ireland Griffins",12,5
2021,19,"France Thestrals","Portugal Manticores","Portugal Manticores",8,2
2021,19,"Germany Werewolves","China Nifflers","China Nifflers",2,14
2021,19,"Japan Falcons","Iceland Quidlings","Iceland Quidlings",8,5
2021,19,"Australia Centurions","India Direwolves","Australia Centurions",3,4
2021,19,"New Zealand Daemons","Norway Unspeakables","Norway Unspeakables",13,8
2021,19,"France Hippogriffs Firsts","South Africa Snidgets","South Africa Snidgets",8,10
2021,19,"Denmark Horntails","Turkey Knights","Denmark Horntails",3,13
2021,19,"Malaysia Tornadoes","Pakistan Swans","Malaysia Tornadoes",8,8
2021,20,"United States Chimeras","England Nightmares","England Nightmares",12,6
2021,20,"Scotland Squirrels","Durhamstrang","Durhamstrang",1,6
2021,20,"Wales Longshots","Portugal Manticores","Wales Longshots",15,12
2021,20,"Ireland Griffins","China Nifflers","Ireland Griffins",11,3
2021,20,"France Thestrals","Iceland Quidlings","Iceland Quidlings",6,10
2021,20,"Germany Werewolves","India Direwolves","Germany Werewolves",4,15
2021,20,"Japan Falcons","Norway Unspeakables","Japan Falcons",9,7
2021,20,"Australia Centurions","South Africa Snidgets","Australia Centurions",4,9
2021,20,"New Zealand Daemons","Turkey Knights","Turkey Knights",6,1
2021,20,"France Hippogriffs Firsts","Pakistan Swans","Pakistan Swans",9,4
2021,20,"Denmark Horntails","Malaysia Tornadoes","Malaysia Tornadoes",0,4
2021,21,"United States Chimeras","Durhamstrang","United States Chimeras",14,7
2021,21,"England Nightmares","Portugal Manticores","England Nightmares",3,12
2021,21,"Scotland Squirrels","China Nifflers","Scotland Squirrels",13,3
2021,21,"Wales Longshots","Iceland Quidlings","Wales Longshots",7,6
2021,21,"Ireland Griffins","India Direwolves","Ireland Griffins",6,0
2021,21,"France Thestrals","Norway Unspeakables","France Thestrals",5,10
2021,21,"Germany Werewolves","South Africa Snidgets","South Africa Snidgets",8,4
2021,21,"Japan Falcons","Turkey Knights","Japan Falcons",12,0
2021,21,"Australia Centurions","Pakistan Swans","Australia Centurions",4,12
2021,21,"New Zealand Daemons","Malaysia Tornadoes","Malaysia Tornadoes",13,7
2021,21,"France Hippogriffs Firsts","Denmark Horntails","France Hippogriffs Firsts",11,3
2021,22,"Portugal Manticores","United States Chimeras","United States Chimeras",12,12
2021,22,"China Nifflers","Durhamstrang","China Nifflers",2,2
2021,22,"Iceland Quidlings","England Nightmares","England Nightmares",12,8
2021,22,"India Direwolves","Scotland Squirrels","India Direwolves",3,11
2021,22,"Norway Unspeakables","Wales Longshots","Wales Longshots",12,15
2021,22,"South Africa Snidgets","Ireland Griffins","South Africa Snidgets",0,5
2021,22,"Turkey Knights","France Thestrals","Turkey Knights",11,15
2021,22,"Pakistan Swans","Germany Werewolves","Germany Werewolves",11,0
2021,22,"Malaysia Tornadoes","Japan Falcons","Malaysia Tornadoes",13,3
2021,22,"Denmark Horntails","Australia Centurions","Denmark Horntails",5,11
2021,22,"France Hippogriffs Firsts","New Zealand Daemons","France Hippogriffs Firsts",11,7
2021,23,"China Nifflers","United States Chimeras","China Nifflers",0,4
2021,23,"Iceland Quidlings","Portugal Manticores","Iceland Quidlings",6,4
2021,23,"India Direwolves","Durhamstrang","Durhamstrang",12,7
2021,23,"Norway Unspeakables","England Nightmares","England Nightmares",3,4
2021,23,"South Africa Snidgets","Scotland Squirrels","Scotland Squirrels",10,11
2021,23,"Turkey Knights","Wales Longshots","Turkey Knights",10,13
2021,23,"Pakistan Swans","Ireland Griffins","Ireland Griffins",7,15
2021,23,"Malaysia Tornadoes","France Thestrals","France Thestrals",10,2
2021,23,"Denmark Horntails","Germany Werewolves","Germany Werewolves",15,13
2021,23,"France Hippogriffs Firsts","Japan Falcons","France Hippogriffs Firsts",5,15
2021,23,"New Zealand Daemons","Australia Centurions","Australia Centurions",8,11
2021,24,"Iceland Quidlings","United States Chimeras","United States Chimeras",3,12
2021,24,"India Direwolves","China Nifflers","India Direwolves",10,7
2021,24,"Norway Unspeakables","Portugal Manticores","Norway Unspeakables",9,1
2021,24,"South Africa Snidgets","Durhamstrang","Durhamstrang",12,11
2021,24,"Turkey Knights","England Nightmares","England Nightmares",3,10
2021,24,"Pakistan Swans","Scotland Squirrels","Pakistan Swans",3,0
2021,24,"Malaysia Tornadoes","Wales Longshots","Malaysia Tornadoes",10,12
2021,24,"Denmark Horntails","Ireland Griffins","Denmark Horntails",9,1
2021,24,"France Hippogriffs Firsts","France Thestrals","France Hippogriffs Firsts",12,8
2021,24,"New Zealand Daemons","Germany Werewolves","New Zealand Daemons",15,0
2021,24,"Australia Centurions","Japan Falcons","Japan Falcons",12,1
2021,25,"India Direwolves","United States Chimeras","United States Chimeras",14,10
2021,25,"Norway Unspeakables","Iceland Quidlings","Norway Unspeakables",2,12
2021,25,"South Africa Snidgets","China Nifflers","South Africa Snidgets",1,3
2021,25,"Turkey Knights","Portugal Manticores","Turkey Knights",8,7
2021,25,"Pakistan Swans","Durhamstrang","Pakistan Swans",14,6
2021,25,"Malaysia Tornadoes","England Nightmares","England Nightmares",9,2
2021,25,"Denmark Horntails","Scotland Squirrels","Denmark Horntails",6,9
2021,25,"France Hippogriffs Firsts","Wales Longshots","France Hippogriffs Firsts",3,4
2021,25,"New Zealand Daemons","Ireland Griffins","New Zealand Daemons",9,13
2021,25,"Australia Centurions","France Thestrals","France Thestrals",14,1
2021,25,"Japan Falcons","Germany Werewolves","Japan Falcons",14,9
2021,26,"Norway Unspeakables","United States Chimeras","United States Chimeras",10,6
2021,26,"South Africa Snidgets","India Direwolves","India Direwolves",7,6
2021,26,"Turkey Knights","Iceland Quidlings","Turkey Knights",7,3
2021,26,"Pakistan Swans","China Nifflers","Pakistan Swans",4,13
2021,26,"Malaysia Tornadoes","Portugal Manticores","Portugal Manticores",1,11
2021,26,"Denmark Horntails","Durhamstrang","Denmark Horntails",14,4
2021,26,"France Hippogriffs Firsts","England Nightmares","England Nightmares",4,7
2021,26,"New Zealand Daemons","Scotland Squirrels","New Zealand Daemons",7,15
2021,26,"Australia Centurions","Wales Longshots","Wales Longshots",3,10
2021,26,"Japan Falcons","Ireland Griffins","Japan Falcons",1,3
2021,26,"Germany Werewolves","France Thestrals","Germany Werewolves",7,14
2021,27,"South Africa Snidgets","United States Chimeras","South Africa Snidgets",4,13
2021,27,"Turkey Knights","Norway Unspeakables","Norway Unspeakables",15,6
2021,27,"Pakistan Swans","India Direwolves","Pakistan Swans",8,14
2021,27,"Malaysia Tornadoes","Iceland Quidlings","Iceland Quidlings",2,6
2021,27,"Denmark Horntails","China Nifflers","China Nifflers",8,5
2021,27,"France Hippogriffs Firsts","Portugal Manticores","Portugal Manticores",4,7
2021,27,"New Zealand Daemons","Durhamstrang","Durhamstrang",1,6
2021,27,"Australia Centurions","England Nightmares","England Nightmares",13,8
2021,27,"Japan Falcons","Scotland Squirrels","Japan Falcons",2,3
2021,27,"Germany Werewolves","Wales Longshots","Germany Werewolves",14,7
2021,27,"France Thestrals","Ireland Griffins","Ireland Griffins",13,1
2021,28,"Turkey Knights","United States Chimeras","Turkey Knights",13,9
2021,28,"Pakistan Swans","South Africa Snidgets","Pakistan Swans",6,11
2021,28,"Malaysia Tornadoes","Norway Unspeakables","Malaysia Tornadoes",0,10
2021,28,"Denmark Horntails","India Direwolves","Denmark Horntails",9,7
2021,28,"France Hippogriffs Firsts","Iceland Quidlings","Iceland Quidlings",7,8
2021,28,"New Zealand Daemons","China Nifflers","China Nifflers",2,15
2021,28,"Australia Centurions","Portugal Manticores","Australia Centurions",0,2
2021,28,"Japan Falcons","Durhamstrang","Japan Falcons",13,6
2021,28,"Germany Werewolves","England Nightmares","Germany Werewolves",14,14
2021,28,"France Thestrals","Scotland Squirrels","France Thestrals",8,5
2021,28,"Ireland Griffins","Wales Longshots","Ireland Griffins",13,3
2021,29,"Pakistan Swans","United States Chimeras","Pakistan Swans",6,4
2021,29,"Malaysia Tornadoes","Turkey Knights","Malaysia Tornadoes",10,9
2021,29,"Denmark Horntails","South Africa Snidgets","South Africa Snidgets",9,13
2021,29,"France Hippogriffs Firsts","Norway Unspeakables","France Hippogriffs Firsts",5,8
2021,29,"New Zealand Daemons","India Direwolves","India Direwolves",0,12
2021,29,"Australia Centurions","Iceland Quidlings","Australia Centurions",7,11
2021,29,"Japan Falcons","China Nifflers","Japan Falcons",2,15
2021,29,"Germany Werewolves","Portugal Manticores","Portugal Manticores",0,14
2021,29,"France Thestrals","Durhamstrang","France Thestrals",10,7
2021,29,"Ireland Griffins","England Nightmares","Ireland Griffins",6,12
2021,29,"Wales Longshots","Scotland Squirrels","Wales Longshots",8,12
2021,30,"Malaysia Tornadoes","United States Chimeras","Malaysia Tornadoes",8,15
2021,30,"Denmark Horntails","Pakistan Swans","Denmark Horntails",10,8
2021,30,"France Hippogriffs Firsts","Turkey Knights","Turkey Knights",8,5
2021,30,"New Zealand Daemons","South Africa Snidgets","New Zealand Daemons",14,2
2021,30,"Australia Centurions","Norway Unspeakables","Australia Centurions",14,0
2021,30,"Japan Falcons","India Direwolves","India Direwolves",5,0
2021,30,"Germany Werewolves","Iceland Quidlings","Germany Werewolves",8,2
2021,30,"France Thestrals","China Nifflers","France Thestrals",1,1
2021,30,"Ireland Griffins","Portugal Manticores","Portugal Manticores",0,13
2021,30,"Wales Longshots","Durhamstrang","Durhamstrang",10,1
2021,30,"Scotland Squirrels","England Nightmares","England Nightmares",13,12
2021,31,"Denmark Horntails","United States Chimeras","Denmark Horntails",10,4
2021,31,"France Hippogriffs Firsts","Malaysia Tornadoes","Malaysia Tornadoes",14,13
2021,31,"New Zealand Daemons","Pakistan Swans","Pakistan Swans",10,11
2021,31,"Australia Centurions","Turkey Knights","Australia Centurions",6,15
2021,31,"Japan Falcons","South Africa Snidgets","Japan Falcons",1,9
2021,31,"Germany Werewolves","Norway Unspeakables","Norway Unspeakables",12,11
2021,31,"France Thestrals","India Direwolves","India Direwolves",3,6
2021,31,"Ireland Griffins","Iceland Quidlings","Iceland Quidlings",2,0
2021,31,"Wales Longshots","China Nifflers","Wales Longshots",15,6
2021,31,"Scotland Squirrels","Portugal Manticores","Scotland Squirrels",1,10
2021,31,"England Nightmares","Durhamstrang","England Nightmares",1,13
2021,32,"France Hippogriffs Firsts","United States Chimeras","France Hippogriffs Firsts",12,15
2021,32,"New Zealand Daemons","Denmark Horntails","Denmark Horntails",6,4
2021,32,"Australia Centurions","Malaysia Tornadoes","Malaysia Tornadoes",14,14
2021,32,"Japan Falcons","Pakistan Swans","Pakistan Swans",1,15
2021,32,"Germany Werewolves","Turkey Knights","Turkey Knights",7,3
2021,32,"France Thestrals","South Africa Snidgets","South Africa Snidgets",8,3
2021,32,"Ireland Griffins","Norway Unspeakables","Ireland Griffins",3,10
2021,32,"Wales Longshots","India Direwolves","India Direwolves",12,3
2021,32,"Scotland Squirrels","Iceland Quidlings","Scotland Squirrels",0,14
2021,32,"England Nightmares","China Nifflers","England Nightmares",2,14
2021,32,"Durhamstrang","Portugal Manticores","Portugal Manticores",6,1
2021,33,"New Zealand Daemons","United States Chimeras","New Zealand Daemons",5,12
2021,33,"Australia Centurions","France Hippogriffs Firsts","Australia Centurions",5,2
2021,33,"Japan Falcons","Denmark Horntails","Japan Falcons",2,11
2021,33,"Germany Werewolves","Malaysia Tornadoes","Malaysia Tornadoes",10,1
2021,33,"France Thestrals","Pakistan Swans","France Thestrals",2,3
2021,33,"Ireland Griffins","Turkey Knights","Ireland Griffins",2,0
2021,33,"Wales Longshots","South Africa Snidgets","South Africa Snidgets",2,15
2021,33,"Scotland Squirrels","Norway Unspeakables","Norway Unspeakables",1,15
2021,33,"England Nightmares","India Direwolves","England Nightmares",7,8
2021,33,"Durhamstrang","Iceland Quidlings","Iceland Quidlings",6,7
2021,33,"Portugal Manticores","China Nifflers","Portugal Manticores",4,13
2021,34,"Australia Centurions","United States Chimeras","Australia Centurions",12,8
2021,34,"Japan Falcons","New Zealand Daemons","Japan Falcons",9,7
2021,34,"Germany Werewolves","France Hippogriffs Firsts","France Hippogriffs Firsts",12,11
2021,34,"France Thestrals","Denmark Horntails","France Thestrals",6,11
2021,34,"Ireland Griffins","Malaysia Tornadoes","Ireland Griffins",5,13
2021,34,"Wales Longshots","Pakistan Swans","Pakistan Swans",9,11
2021,34,"Scotland Squirrels","Turkey Knights","Scotland Squirrels",11,15
2021,34,"England Nightmares","South Africa Snidgets","South Africa Snidgets",14,2
2021,34,"Durhamstrang","Norway Unspeakables","Durhamstrang",14,12
2021,34,"Portugal Manticores","India Direwolves","India Direwolves",0,14
2021,34,"China Nifflers","Iceland Quidlings","China Nifflers",4,15
2021,35,"Japan Falcons","United States Chimeras","United States Chimeras",10,10
2021,35,"Germany Werewolves","Australia Centurions","Australia Centurions",10,0
2021,35,"France Thestrals","New Zealand Daemons","France Thestrals",13,6
2021,35,"Ireland Griffins","France Hippogriffs Firsts","France Hippogriffs Firsts",12,13
2021,35,"Wales Longshots","Denmark Horntails","Wales Longshots",14,6
2021,35,"Scotland Squirrels","Malaysia Tornadoes","Scotland Squirrels",9,12
2021,35,"England Nightmares","Pakistan Swans","Pakistan Swans",13,0
2021,35,"Durhamstrang","Turkey Knights","Turkey Knights",8,1
2021,35,"Portugal Manticores","South Africa Snidgets","South Africa Snidgets",0,13
2021,35,"China Nifflers","Norway Unspeakables","China Nifflers",5,4
2021,35,"Iceland Quidlings","India Direwolves","India Direwolves",12,11
2021,36,"Germany Werewolves","United States Chimeras","Germany Werewolves",5,4
2021,36,"France Thestrals","Japan Falcons","Japan Falcons",15,7
2021,36,"Ireland Griffins","Australia Centurions","Ireland Griffins",1,11
2021,36,"Wales Longshots","New Zealand Daemons","New Zealand Daemons",3,14
2021,36,"Scotland Squirrels","France Hippogriffs Firsts","Scotland Squirrels",10,3
2021,36,"England Nightmares","Denmark Horntails","Denmark Horntails",3,7
2021,36,"Durhamstrang","Malaysia Tornadoes","Malaysia Tornadoes",8,2
2021,36,"Portugal Manticores","Pakistan Swans","Pakistan Swans",1,1
2021,36,"China Nifflers","Turkey Knights","China Nifflers",14,7
2021,36,"Iceland Quidlings","South Africa Snidgets","Iceland Quidlings",8,5
2021,36,"India Direwolves","Norway Unspeakables","Norway Unspeakables",1,9
2021,37,"France Thestrals","United States Chimeras","France Thestrals",4,1
2021,37,"Ireland Griffins","Germany Werewolves","Germany Werewolves",12,4
2021,37,"Wales Longshots","Japan Falcons","Wales Longshots",6,5
2021,37,"Scotland Squirrels","Australia Centurions","Australia Centurions",9,4
2021,37,"England Nightmares","New Zealand Daemons","New Zealand Daemons",7,5
2021,37,"Durhamstrang","France Hippogriffs Firsts","France Hippogriffs Firsts",11,9
2021,37,"Portugal Manticores","Denmark Horntails","Denmark Horntails",11,13
2021,37,"China Nifflers","Malaysia Tornadoes","Malaysia Tornadoes",8,3
2021,37,"Iceland Quidlings","Pakistan Swans","Iceland Quidlings",10,6
2021,37,"India Direwolves","Turkey Knights","Turkey Knights",9,12
2021,37,"Norway Unspeakables","South Africa Snidgets","Norway Unspeakables",11,15
2021,38,"Ireland Griffins","United States Chimeras","United States Chimeras",12,11
2021,38,"Wales Longshots","France Thestrals","Wales Longshots",15,8
2021,38,"Scotland Squirrels","Germany Werewolves","Germany Werewolves",13,15
2021,38,"England Nightmares","Japan Falcons","Japan Falcons",14,9
2021,38,"Durhamstrang","Australia Centurions","Durhamstrang",0,15
2021,38,"Portugal Manticores","New Zealand Daemons","Portugal Manticores",0,15
2021,38,"China Nifflers","France Hippogriffs Firsts","China Nifflers",2,9
2021,38,"Iceland Quidlings","Denmark Horntails","Iceland Quidlings",7,7
2021,38,"India Direwolves","Malaysia Tornadoes","Malaysia Tornadoes",3,6
2021,38,"Norway Unspeakables","Pakistan Swans","Pakistan Swans",0,15
2021,38,"South Africa Snidgets","Turkey Knights","South Africa Snidgets",4,5
2021,39,"Wales Longshots","United States Chimeras","Wales Longshots",6,12
2021,39,"Scotland Squirrels","Ireland Griffins","Ireland Griffins",12,5
2021,39,"England Nightmares","France Thestrals","France Thestrals",4,1
2021,39,"Durhamstrang","Germany Werewolves","Germany Werewolves",6,8
2021,39,"Portugal Manticores","Japan Falcons","Portugal Manticores",0,4
2021,39,"China Nifflers","Australia Centurions","Australia Centurions",0,5
